 60.4 , 2.7 , 42.6 , 38.8 , 23.5 
 15.6 , 36.9 , 31.7 , 13.2 , 2.6 
 23.9 , 99 , 93.9 , 60.9 , 97.8 
 91.6 , 96.4 , 90.3 , 70.9 , 81 
 5.6 , 52.8 , 97.9 , 5.2 , 0.2 
 15.6 , 52.8 , 67.2 , 90.4 , 63.2 
 60.4 , 18.3 , 90.3 , 28.6 , 11.1 
 87.2 , 2.7 , 31.7 , 28.6 , 16.3 
 48.2 , 77.7 , 55.1 , 79.6 , 81 
 23.9 , 58 , 5.3 , 49.7 , 41.4 
 23.9 , 72.9 , 14.3 , 49.7 , 88.1 
 60.4 , 32.2 , 90.3 , 70.9 , 52.3 
 34.6 , 36.9 , 42.6 , 60.9 , 23.5 
 3.2 , 82 , 5.3 , 60.9 , 23.5 
 60.4 , 47.5 , 21.8 , 49.7 , 31.9 
 5.6 , 11.3 , 14.3 , 28.6 , 63.2 
 15.6 , 11.3 , 1.7 , 49.7 , 63.2 
 60.4 , 52.8 , 67.2 , 13.2 , 23.5 
 15.6 , 22.3 , 2.9 , 49.7 , 11.1 
 5.6 , 36.9 , 14.3 , 1.2 , 31.9 
 48.2 , 89 , 67.2 , 28.6 , 63.2 
 15.6 , 1.4 , 2.9 , 38.8 , 41.4 
 9.8 , 52.8 , 31.7 , 49.7 , 63.2 
 71.6 , 32.2 , 31.7 , 60.9 , 31.9 
 87.2 , 32.2 , 31.7 , 79.6 , 88.1 
 9.8 , 36.9 , 55.1 , 8.5 , 63.2 
 80.3 , 63.1 , 90.3 , 85.9 , 31.9 
 34.6 , 32.2 , 2.9 , 28.6 , 11.1 
 60.4 , 85.9 , 55.1 , 13.2 , 41.4 
 23.9 , 11.3 , 42.6 , 8.5 , 31.9 
 23.9 , 72.9 , 93.9 , 1.2 , 31.9 
 60.4 , 42 , 67.2 , 38.8 , 63.2 
 34.6 , 22.3 , 42.6 , 70.9 , 16.3 
 60.4 , 68.1 , 78.6 , 0.6 , 52.3 
 34.6 , 47.5 , 78.6 , 60.9 , 4.6 
 1 , 77.7 , 31.7 , 38.8 , 72.6 
 48.2 , 18.3 , 78.6 , 70.9 , 88.1 
 1.8 , 36.9 , 21.8 , 13.2 , 52.3 
 48.2 , 22.3 , 5.3 , 49.7 , 63.2 
 3.2 , 47.5 , 14.3 , 60.9 , 41.4 
 5.6 , 1.4 , 67.2 , 5.2 , 88.1 
 87.2 , 91.8 , 55.1 , 70.9 , 1.6 
 23.9 , 58 , 31.7 , 38.8 , 52.3 
 15.6 , 82 , 97.9 , 70.9 , 63.2 
 71.6 , 82 , 67.2 , 79.6 , 72.6 
 87.2 , 58 , 14.3 , 90.4 , 72.6 
 34.6 , 32.2 , 31.7 , 20.3 , 41.4 
 34.6 , 0.6 , 78.6 , 60.9 , 16.3 
 34.6 , 94.1 , 55.1 , 38.8 , 52.3 
 15.6 , 85.9 , 55.1 , 70.9 , 94 
 5.6 , 68.1 , 31.7 , 90.4 , 52.3 
 23.9 , 97.6 , 21.8 , 85.9 , 98.7 
 1 , 68.1 , 8.9 , 20.3 , 72.6 
 1.8 , 8.3 , 31.7 , 13.2 , 0.9 
 15.6 , 52.8 , 21.8 , 49.7 , 52.3 
 34.6 , 52.8 , 8.9 , 38.8 , 72.6 
 60.4 , 94.1 , 31.7 , 70.9 , 63.2 
 0.5 , 68.1 , 0.3 , 49.7 , 7.2 
 9.8 , 52.8 , 21.8 , 3.3 , 81 
 5.6 , 68.1 , 42.6 , 20.3 , 88.1 
 48.2 , 27.1 , 55.1 , 28.6 , 11.1 
 99.7 , 96.4 , 99.3 , 90.4 , 16.3 
 80.3 , 77.7 , 42.6 , 70.9 , 72.6 
 48.2 , 11.3 , 90.3 , 85.9 , 41.4 
 15.6 , 8.3 , 31.7 , 85.9 , 52.3 
 60.4 , 27.1 , 78.6 , 8.5 , 52.3 
 98.1 , 97.6 , 99.8 , 70.9 , 72.6 
 87.2 , 11.3 , 67.2 , 60.9 , 41.4 
 15.6 , 85.9 , 21.8 , 93.9 , 11.1 
 15.6 , 58 , 31.7 , 20.3 , 41.4 
 23.9 , 14.6 , 42.6 , 20.3 , 11.1 
 3.2 , 89 , 21.8 , 90.4 , 52.3 
 80.3 , 63.1 , 55.1 , 49.7 , 52.3 
 80.3 , 82 , 14.3 , 79.6 , 31.9 
 60.4 , 47.5 , 55.1 , 38.8 , 72.6 
 48.2 , 42 , 42.6 , 49.7 , 81 
 48.2 , 82 , 42.6 , 20.3 , 63.2 
 15.6 , 63.1 , 8.9 , 70.9 , 72.6 
 23.9 , 72.9 , 55.1 , 70.9 , 88.1 
 60.4 , 68.1 , 42.6 , 79.6 , 72.6 
 3.2 , 89 , 67.2 , 96.3 , 81 
 87.2 , 97.6 , 21.8 , 60.9 , 16.3 
 23.9 , 42 , 42.6 , 13.2 , 23.5 
 48.2 , 1.4 , 55.1 , 20.3 , 16.3 
 48.2 , 36.9 , 14.3 , 13.2 , 81 
 23.9 , 22.3 , 42.6 , 60.9 , 63.2 
 23.9 , 52.8 , 67.2 , 38.8 , 23.5 
 60.4 , 63.1 , 21.8 , 70.9 , 41.4 
 23.9 , 4.3 , 1.7 , 8.5 , 63.2 
 48.2 , 14.6 , 21.8 , 3.3 , 81 
 15.6 , 32.2 , 21.8 , 70.9 , 23.5 
 9.8 , 77.7 , 67.2 , 79.6 , 88.1 
 5.6 , 0.1 , 2.9 , 70.9 , 52.3 
 80.3 , 32.2 , 78.6 , 79.6 , 41.4 
 48.2 , 1.4 , 42.6 , 49.7 , 72.6 
 3.2 , 77.7 , 21.8 , 5.2 , 7.2 
 60.4 , 47.5 , 78.6 , 8.5 , 31.9 
 87.2 , 47.5 , 67.2 , 60.9 , 72.6 
 23.9 , 2.7 , 21.8 , 85.9 , 31.9 
 94.9 , 32.2 , 93.9 , 70.9 , 52.3 
 1.8 , 72.9 , 21.8 , 13.2 , 16.3 
 80.3 , 47.5 , 55.1 , 60.9 , 88.1 
 5.6 , 77.7 , 78.6 , 28.6 , 81 
 48.2 , 18.3 , 0.1 , 28.6 , 23.5 
 3.2 , 22.3 , 42.6 , 79.6 , 23.5 
 34.6 , 58 , 31.7 , 28.6 , 16.3 
 5.6 , 11.3 , 14.3 , 3.3 , 16.3 
 3.2 , 82 , 14.3 , 79.6 , 31.9 
 60.4 , 77.7 , 5.3 , 1.9 , 2.6 
 80.3 , 0 , 93.9 , 93.9 , 52.3 
 87.2 , 77.7 , 31.7 , 90.4 , 63.2 
 60.4 , 47.5 , 1.7 , 5.2 , 31.9 
 60.4 , 14.6 , 67.2 , 38.8 , 31.9 
 5.6 , 42 , 90.3 , 79.6 , 41.4 
 34.6 , 52.8 , 31.7 , 28.6 , 7.2 
 15.6 , 58 , 2.9 , 28.6 , 63.2 
 5.6 , 63.1 , 31.7 , 49.7 , 72.6 
 34.6 , 32.2 , 8.9 , 70.9 , 63.2 
 23.9 , 32.2 , 42.6 , 49.7 , 16.3 
 15.6 , 8.3 , 8.9 , 5.2 , 81 
 23.9 , 6.2 , 8.9 , 13.2 , 81 
 48.2 , 63.1 , 31.7 , 13.2 , 98.7 
 34.6 , 77.7 , 55.1 , 38.8 , 16.3 
 34.6 , 58 , 31.7 , 49.7 , 52.3 
 80.3 , 32.2 , 67.2 , 28.6 , 41.4 
 23.9 , 68.1 , 67.2 , 49.7 , 31.9 
 60.4 , 32.2 , 55.1 , 90.4 , 31.9 
 5.6 , 91.8 , 14.3 , 60.9 , 94 
 34.6 , 14.6 , 67.2 , 13.2 , 63.2 
 60.4 , 18.3 , 55.1 , 60.9 , 81 
 5.6 , 47.5 , 5.3 , 8.5 , 16.3 
 71.6 , 85.9 , 8.9 , 13.2 , 41.4 
 48.2 , 32.2 , 2.9 , 20.3 , 4.6 
 48.2 , 8.3 , 67.2 , 13.2 , 52.3 
 23.9 , 32.2 , 31.7 , 28.6 , 63.2 
 1.8 , 58 , 21.8 , 85.9 , 72.6 
 9.8 , 8.3 , 90.3 , 97.6 , 63.2 
 34.6 , 82 , 78.6 , 28.6 , 23.5 
 5.6 , 27.1 , 78.6 , 13.2 , 31.9 
 5.6 , 63.1 , 21.8 , 49.7 , 1.6 
 23.9 , 47.5 , 31.7 , 70.9 , 41.4 
 48.2 , 27.1 , 31.7 , 79.6 , 88.1 
 60.4 , 18.3 , 67.2 , 13.2 , 23.5 
 48.2 , 63.1 , 14.3 , 20.3 , 52.3 
 23.9 , 63.1 , 21.8 , 85.9 , 63.2 
 34.6 , 72.9 , 5.3 , 5.2 , 41.4 
 3.2 , 8.3 , 67.2 , 13.2 , 41.4 
 34.6 , 11.3 , 67.2 , 0.6 , 23.5 
 9.8 , 27.1 , 14.3 , 38.8 , 72.6 
 23.9 , 32.2 , 21.8 , 8.5 , 11.1 
 34.6 , 68.1 , 31.7 , 20.3 , 16.3 
 34.6 , 36.9 , 21.8 , 90.4 , 52.3 
 60.4 , 22.3 , 78.6 , 28.6 , 2.6 
 23.9 , 91.8 , 97.9 , 60.9 , 99.4 
 71.6 , 32.2 , 8.9 , 1.2 , 11.1 
 9.8 , 42 , 14.3 , 93.9 , 72.6 
 15.6 , 32.2 , 55.1 , 3.3 , 16.3 
 48.2 , 1.4 , 55.1 , 60.9 , 81 
 48.2 , 82 , 21.8 , 93.9 , 41.4 
 1 , 47.5 , 67.2 , 70.9 , 41.4 
 5.6 , 36.9 , 21.8 , 79.6 , 72.6 
 60.4 , 63.1 , 31.7 , 38.8 , 16.3 
 91.6 , 72.9 , 85.5 , 60.9 , 72.6 
 34.6 , 22.3 , 78.6 , 3.3 , 81 
 80.3 , 11.3 , 85.5 , 38.8 , 11.1 
 71.6 , 77.7 , 21.8 , 38.8 , 41.4 
 9.8 , 32.2 , 8.9 , 49.7 , 41.4 
 9.8 , 89 , 67.2 , 79.6 , 23.5 
 15.6 , 1.4 , 42.6 , 0.2 , 41.4 
 80.3 , 18.3 , 67.2 , 93.9 , 72.6 
 0.5 , 63.1 , 0.3 , 13.2 , 41.4 
 48.2 , 82 , 85.5 , 60.9 , 31.9 
 23.9 , 58 , 78.6 , 13.2 , 23.5 
 48.2 , 8.3 , 42.6 , 28.6 , 88.1 
 71.6 , 4.3 , 67.2 , 28.6 , 31.9 
 94.9 , 18.3 , 55.1 , 60.9 , 31.9 
 23.9 , 89 , 14.3 , 5.2 , 31.9 
 71.6 , 47.5 , 55.1 , 28.6 , 41.4 
